COORD
60.197094, 24.947634, Lähtö
60.205273, 24.963062, HY
60.222541, 24.948299, Perkiöntie
60.233345, 25.019796, Ketokiventie
60.212128, 24.812322, Linnoitustie
60.271791, 24.806442, Sarkatie
60.130991, 24.514039, LM Ericsson
60.312711, 25.539694, Neste
60.866459, 26.704373, Kouvola VR
59.819551, 22.944968, Hanko Satama
